rollno,register_sem,subno,sub_type
2001CE13,3,CE203,CORE
2001CE13,3,CE211,CORE
2001CE13,3,CE213,CORE
2001CE13,3,CE291,CORE
2001CE13,3,CE293,CORE
2001CE13,3,HS201,HSS Elective - I
2001CE13,3,MA201,CORE
2001CE13,3,CE203,CORE
2001CE13,3,CE211,CORE
2001CE13,3,CE213,CORE
2001CE13,3,CE291,CORE
2001CE13,3,CE293,CORE
2001CE13,3,HS201,HSS Elective - I
2001CE13,3,MA201,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE203,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE211,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE213,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE291,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE293,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,HS201,HSS Elective - I
rollno,register_sem,subno,sub_type
2001CE13,3,MA201,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE203,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE211,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE213,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE291,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE293,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,HS201,HSS Elective - I
rollno,register_sem,subno,sub_type
2001CE13,3,MA201,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE203,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE211,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE213,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE291,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,CE293,CORE
rollno,register_sem,subno,sub_type
2001CE13,3,HS201,HSS Elective - I
rollno,register_sem,subno,sub_type
2001CE13,3,MA201,CORE
